timestamp,action,prediction,price,pnl,equity
2025-06-11,HOLD,-0.912047,198.78,0.0,1.0
2025-06-10,HOLD,-0.802635,202.67,0.0,1.0
2025-06-09,HOLD,-0.601721,201.45,0.0,1.0
2025-06-06,HOLD,-0.429003,203.92,0.0,1.0
2025-06-05,HOLD,-0.20403,200.63,0.0,1.0
2025-06-04,HOLD,-0.102994,202.82,0.0,1.0
2025-06-03,HOLD,0.021302,203.27,0.0,1.0
2025-06-02,BUY,0.158059,201.7,0.0,1.0
2025-05-30,HOLD,0.224516,200.85,-0.004214179474467006,0.995785820525533
2025-05-29,HOLD,0.221153,199.95,-0.004462072384729843,0.9913237481408032
2025-05-28,HOLD,0.144008,200.42,0.0023301933564700006,0.9936539414972732
2025-05-27,HOLD,0.08954,200.21,-0.0010411502231034708,0.9926127912741697
2025-05-23,HOLD,0.037258,195.27,-0.0244918195339614,0.9681209717402083
2025-05-22,SELL,-0.291504,201.36,0.030193356470004984,0.9983143282102133
2025-05-21,HOLD,-0.256182,202.09,0.0,0.9983143282102133
2025-05-20,HOLD,-0.082764,206.86,0.0,0.9983143282102133
2025-05-19,BUY,0.373373,208.78,0.0,0.9983143282102133
2025-05-16,HOLD,0.798484,211.26,0.01185850911946218,1.0101728373296754
2025-05-15,HOLD,1.111788,211.45,0.0009085148115717256,1.0110813521412472
2025-05-14,HOLD,1.249671,212.33,0.004207858074648074,1.0152892102158952
2025-05-13,HOLD,1.289356,212.93,0.0028689941418054143,1.0181582043577007
2025-05-12,HOLD,1.26709,210.79,-0.010232745772439378,1.0079254585852613
2025-05-09,HOLD,1.154366,198.53,-0.0586231136308899,0.9493023449543714
2025-05-08,HOLD,0.706873,197.49,-0.0049729231791294515,0.9443294217752419
2025-05-07,HOLD,0.223677,196.25,-0.005929254559731034,0.9384001672155109
2025-05-06,SELL,-0.192917,198.51,0.010806544600800105,0.949206711816311
2025-05-05,HOLD,-0.433177,198.89,0.0,0.949206711816311
2025-05-02,HOLD,-0.548385,205.35,0.0,0.949206711816311
2025-05-01,HOLD,-0.438853,213.32,0.0,0.949206711816311
2025-04-30,HOLD,-0.066957,212.5,0.0,0.949206711816311
2025-04-29,BUY,0.273345,211.21,0.0,0.949206711816311
2025-04-28,HOLD,0.490917,210.14,-0.004808726772612459,0.9443979850436985
2025-04-25,HOLD,0.577418,209.28,-0.003864957966772442,0.9405330270769261
2025-04-24,HOLD,0.562795,208.37,-0.0040896648253058165,0.9364433622516203
2025-04-23,HOLD,0.475819,204.6,-0.016942897133409907,0.9195004651182104
2025-04-22,HOLD,0.276883,199.74,-0.021841506649435405,0.897658958468775
2025-04-21,HOLD,-0.035079,193.16,-0.029571422582980622,0.8680875358857943
2025-04-17,SELL,-0.414155,196.98,0.01716760399194306,0.8852551398777374
2025-04-16,HOLD,-0.61486,194.27,0.0,0.8852551398777374
2025-04-15,HOLD,-0.750321,202.14,0.0,0.8852551398777374
2025-04-14,HOLD,-0.685926,202.52,0.0,0.8852551398777374
2025-04-11,HOLD,-0.550575,198.15,0.0,0.8852551398777374
2025-04-10,HOLD,-0.489529,190.42,0.0,0.8852551398777374
2025-04-09,HOLD,-0.601733,198.85,0.0,0.8852551398777374
2025-04-08,HOLD,-0.556008,172.42,0.0,0.8852551398777374
2025-04-07,HOLD,-0.881407,181.46,0.0,0.8852551398777374
2025-04-04,HOLD,-1.003437,188.38,0.0,0.8852551398777374
2025-04-03,HOLD,-0.978861,203.19,0.0,0.8852551398777374
2025-04-02,HOLD,-0.73096,223.89,0.0,0.8852551398777374
2025-04-01,HOLD,-0.137324,223.19,0.0,0.8852551398777374
2025-03-31,BUY,0.396421,222.13,0.0,0.8852551398777374
2025-03-28,HOLD,0.759069,217.9,-0.016857827586020946,0.8683973122917165
2025-03-27,HOLD,0.910088,223.85,0.023712547077263446,0.8921098593689799
2025-03-26,HOLD,0.987461,221.53,-0.009245900709117794,0.8828639586598621
2025-03-25,HOLD,0.971789,223.75,0.008847370506138708,0.8917113291660008
2025-03-24,HOLD,0.930997,220.73,-0.012035612129972506,0.8796757170360283
2025-03-21,HOLD,0.843415,218.27,-0.009803842993288625,0.8698718740427397
2025-03-20,HOLD,0.725031,214.1,-0.016618709464233494,0.8532531645785062
2025-03-19,HOLD,0.572661,215.24,0.004543244313963135,0.8577964088924693
2025-03-18,HOLD,0.443637,212.69,-0.01016252017597008,0.8476338887164993
2025-03-17,HOLD,0.3171,214.0,0.005220745659027748,0.852854634375527
2025-03-14,HOLD,0.229729,213.49,-0.0020325040351940604,0.8508221303403329
2025-03-13,HOLD,0.167293,209.68,-0.015184000733508118,0.8356381296068248
2025-03-12,HOLD,0.089841,216.98,0.02909270481748283,0.8647308344243076
2025-03-11,HOLD,0.090829,220.84,0.015383265834997939,0.8801141002593056
2025-03-10,HOLD,0.149503,227.48,0.02646240547781986,0.9065765057371254
2025-03-07,HOLD,0.296193,239.07,0.04618965052529156,0.952766156262417
2025-03-06,HOLD,0.617051,235.33,-0.014905029591422814,0.9378611266709942
2025-03-05,HOLD,0.850708,235.74,0.0016339738322149744,0.9394951005032092
2025-03-04,HOLD,0.988069,235.93,0.000757207385660319,0.9402523078888695
